DATE,SUBSCRIBERS_GAINED,SUBSCRIBERS_LOST,VIEWS,WATCH_HOURS,LIKES,SHARES,COMMENTS,TOTAL_SUBSCRIBERS
2013-06-10,54,13,2935,272,136,27,13,22167
2013-06-11,48,12,2614,243,121,24,12,22203
2013-06-12,43,10,2327,217,108,21,10,22236
2013-06-13,46,11,2483,233,116,23,11,22271
2013-06-14,49,12,2631,247,123,24,12,22308
2013-06-15,47,11,3758,354,177,23,11,22344
2013-06-16,49,12,3922,370,184,24,12,22381
2013-06-17,42,10,2247,213,106,21,10,22413
2013-06-18,47,11,2511,239,119,23,11,22449
2013-06-19,40,10,2115,202,101,20,10,22479
2013-06-20,46,11,2429,233,116,23,11,22514
2013-06-21,42,10,2229,214,107,21,10,22546
2013-06-22,43,10,3398,327,163,21,10,22579
2013-06-23,53,13,4110,397,198,26,13,22619
2013-06-24,52,13,2698,262,131,26,13,22658
2013-06-25,50,12,2574,251,125,25,12,22696
2013-06-26,42,10,2156,210,105,21,10,22728
2013-06-27,45,11,2338,229,114,22,11,22762
2013-06-28,53,13,2700,265,132,26,13,22802
2013-06-29,48,12,3653,360,180,24,12,22838
2013-06-30,58,14,4426,438,219,29,14,22882
2013-07-01,49,12,2483,247,123,24,12,22919
2013-07-02,48,12,2429,242,121,24,12,22955
2013-07-03,46,11,2303,230,115,23,11,22990
2013-07-04,48,12,2401,241,120,24,12,23026
2013-07-05,46,11,2327,234,117,23,11,23061
2013-07-06,51,12,3786,382,190,25,12,23100
2013-07-07,52,13,3864,391,195,26,13,23139
2013-07-08,44,11,2160,220,110,22,11,23172
2013-07-09,41,10,2026,207,103,20,10,23203
2013-07-10,39,9,1903,195,97,19,9,23233
2013-07-11,50,12,2443,251,125,25,12,23271
2013-07-12,42,10,2063,213,106,21,10,23303
2013-07-13,37,9,2722,282,141,18,9,23331
2013-07-14,49,12,3595,373,186,24,12,23368
2013-07-15,60,15,2873,300,150,30,15,23413
2013-07-16,48,12,2293,240,120,24,12,23449
2013-07-17,52,13,2480,260,130,26,13,23488
2013-07-18,48,12,2299,242,121,24,12,23524
2013-07-19,47,11,2253,238,119,23,11,23560
2013-07-20,52,13,3716,394,196,26,13,23599
2013-07-21,46,11,3295,351,175,23,11,23634
2013-07-22,49,12,2317,248,124,24,12,23671
2013-07-23,49,12,2323,249,124,24,12,23708
2013-07-24,45,11,2094,225,112,22,11,23742
2013-07-25,53,13,2460,266,133,26,13,23782
2013-07-26,47,11,2193,238,119,23,11,23818
2013-07-27,44,11,3087,336,168,22,11,23851
2013-07-28,51,12,3510,382,190,25,12,23890
2013-07-29,44,11,2016,221,110,22,11,23923
2013-07-30,48,12,2215,243,121,24,12,23959
2013-07-31,48,12,2201,243,121,24,12,23995
2013-08-01,53,13,2436,269,134,26,13,24035
2013-08-02,51,12,2296,255,127,25,12,24074
2013-08-03,48,12,3271,364,181,24,12,24110
2013-08-04,52,13,3539,396,198,26,13,24149
2013-08-05,55,13,2478,278,139,27,13,24191
2013-08-06,51,12,2291,258,129,25,12,24230
2013-08-07,48,12,2167,244,122,24,12,24266
2013-08-08,42,10,1876,212,106,21,10,24298
2013-08-09,43,10,1925,218,109,21,10,24331
2013-08-10,47,11,3126,355,177,23,11,24367
2013-08-11,46,11,3021,345,172,23,11,24402
2013-08-12,48,12,2099,240,120,24,12,24438
2013-08-13,49,12,2147,247,123,24,12,24475
2013-08-14,51,12,2243,258,129,25,12,24514
2013-08-15,48,12,2111,244,122,24,12,24550
2013-08-16,51,12,2224,258,129,25,12,24589
2013-08-17,49,12,3195,372,186,24,12,24626
2013-08-18,39,9,2542,295,147,19,9,24656
2013-08-19,44,11,1909,223,111,22,11,24689
2013-08-20,48,12,2074,243,121,24,12,24725
2013-08-21,43,10,1845,217,108,21,10,24758
2013-08-22,52,13,2221,262,131,26,13,24797
2013-08-23,57,14,2412,285,142,28,14,24840
2013-08-24,55,13,3514,417,208,27,13,24882
2013-08-25,48,12,3060,363,181,24,12,24918
2013-08-26,57,14,2391,285,142,28,14,24961
2013-08-27,50,12,2108,252,126,25,12,24999
2013-08-28,48,12,2004,240,120,24,12,25035
2013-08-29,46,11,1943,233,116,23,11,25070
2013-08-30,48,12,2005,241,120,24,12,25106
2013-08-31,47,11,2977,358,178,23,11,25142
2013-09-01,50,12,3146,379,189,25,12,25180
2013-09-02,50,12,2092,253,126,25,12,25218
2013-09-03,49,12,2057,249,124,24,12,25255
2013-09-04,52,13,2143,260,130,26,13,25294
2013-09-05,55,13,2296,279,139,27,13,25336
2013-09-06,54,13,2244,273,136,27,13,25377
2013-09-07,42,10,2615,319,159,21,10,25409
2013-09-08,37,9,2285,279,139,18,9,25437
2013-09-09,54,13,2235,274,137,27,13,25478
2013-09-10,43,10,1762,216,108,21,10,25511
2013-09-11,49,12,1994,245,122,24,12,25548
2013-09-12,44,11,1800,221,110,22,11,25581
2013-09-13,41,10,1670,206,103,20,10,25612
2013-09-14,53,13,3220,397,198,26,13,25652
2013-09-15,54,13,3285,406,202,27,13,25693
2013-09-16,47,11,1917,237,118,23,11,25729
2013-09-17,37,9,1507,186,93,18,9,25757
2013-09-18,47,11,1922,238,119,23,11,25793
2013-09-19,52,13,2112,262,131,26,13,25832
2013-09-20,43,10,1731,215,107,21,10,25865
2013-09-21,51,12,3104,385,192,25,12,25904
2013-09-22,50,12,3044,378,189,25,12,25942
2013-09-23,53,13,2150,268,134,26,13,25982
2013-09-24,51,12,2057,256,128,25,12,26021
2013-09-25,45,11,1835,229,114,22,11,26055
2013-09-26,56,14,2277,284,142,28,14,26097
2013-09-27,50,12,2002,250,125,25,12,26135
2013-09-28,50,12,3044,379,189,25,12,26173
2013-09-29,46,11,2769,345,172,23,11,26208
2013-09-30,48,12,1947,243,121,24,12,26244
2013-10-01,46,11,1858,232,116,23,11,26279
2013-10-02,50,12,2004,250,125,25,12,26317
2013-10-03,59,14,2391,298,149,29,14,26362
2013-10-04,44,11,1763,220,110,22,11,26395
2013-10-05,42,10,2572,321,160,21,10,26427
2013-10-06,58,14,3523,439,219,29,14,26471
2013-10-07,50,12,2006,250,125,25,12,26509
2013-10-08,47,11,1914,239,119,23,11,26545
2013-10-09,56,14,2268,283,141,28,14,26587
2013-10-10,48,12,1932,241,120,24,12,26623
2013-10-11,60,15,2436,303,151,30,15,26668
2013-10-12,54,13,3304,411,205,27,13,26709
2013-10-13,48,12,2947,366,183,24,12,26745
2013-10-14,62,15,2516,312,156,31,15,26792
2013-10-15,48,12,1946,241,120,24,12,26828
2013-10-16,55,13,2230,276,138,27,13,26870
2013-10-17,53,13,2142,265,132,26,13,26910
2013-10-18,58,14,2355,291,145,29,14,26954
2013-10-19,59,14,3621,447,223,29,14,26999
2013-10-20,51,12,3148,388,193,25,12,27038
2013-10-21,47,11,1938,239,119,23,11,27074
2013-10-22,54,13,2198,270,135,27,13,27115
2013-10-23,48,12,1963,241,120,24,12,27151
2013-10-24,62,15,2535,311,155,31,15,27198
2013-10-25,52,13,2143,262,131,26,13,27237
2013-10-26,50,12,3064,375,187,25,12,27275
2013-10-27,52,13,3247,396,198,26,13,27314
2013-10-28,44,11,1844,224,112,22,11,27347
2013-10-29,46,11,1929,234,117,23,11,27382
2013-10-30,58,14,2399,291,145,29,14,27426
2013-10-31,48,12,2006,243,121,24,12,27462
2013-11-01,46,11,1928,233,116,23,11,27497
2013-11-02,54,13,3414,411,205,27,13,27538
2013-11-03,58,14,3634,436,217,29,14,27582
2013-11-04,55,13,2328,279,139,27,13,27624
2013-11-05,57,14,2396,287,143,28,14,27667
2013-11-06,48,12,2019,241,120,24,12,27703
2013-11-07,44,11,1880,224,112,22,11,27736
2013-11-08,60,15,2529,301,150,30,15,27781
2013-11-09,50,12,3202,379,189,25,12,27819
2013-11-10,51,12,3236,382,190,25,12,27858
2013-11-11,59,14,2515,297,148,29,14,27903
2013-11-12,55,13,2352,277,138,27,13,27945
2013-11-13,54,13,2337,274,137,27,13,27986
2013-11-14,64,16,2729,320,160,32,16,28034
2013-11-15,49,12,2106,246,123,24,12,28071
2013-11-16,57,14,3702,430,214,28,14,28114
2013-11-17,53,13,3420,397,198,26,13,28154
2013-11-18,54,13,2336,270,135,27,13,28195
2013-11-19,60,15,2632,304,152,30,15,28240
2013-11-20,55,13,2408,277,138,27,13,28282
2013-11-21,55,13,2424,278,139,27,13,28324
2013-11-22,58,14,2556,292,146,29,14,28368
2013-11-23,51,12,3349,382,190,25,12,28407
2013-11-24,48,12,3197,363,181,24,12,28443
2013-11-25,47,11,2091,237,118,23,11,28479
2013-11-26,42,10,1883,213,106,21,10,28511
2013-11-27,64,16,2837,320,160,32,16,28559
2013-11-28,47,11,2101,236,118,23,11,28595
2013-11-29,51,12,2319,259,129,25,12,28634
2013-11-30,51,12,3472,387,193,25,12,28673
2013-12-01,54,13,3697,411,205,27,13,28714
2013-12-02,57,14,2596,288,144,28,14,28757
2013-12-03,57,14,2617,289,144,28,14,28800
2013-12-04,50,12,2279,251,125,25,12,28838
2013-12-05,52,13,2389,262,131,26,13,28877
2013-12-06,54,13,2509,274,137,27,13,28918
2013-12-07,52,13,3584,390,195,26,13,28957
2013-12-08,62,15,4283,465,232,31,15,29004
2013-12-09,56,14,2591,280,140,28,14,29046
2013-12-10,57,14,2663,287,143,28,14,29089
2013-12-11,57,14,2655,285,142,28,14,29132
2013-12-12,59,14,2794,299,149,29,14,29177
2013-12-13,54,13,2557,273,136,27,13,29218
2013-12-14,46,11,3293,349,174,23,11,29253
2013-12-15,55,13,3950,418,208,27,13,29295
2013-12-16,50,12,2378,251,125,25,12,29333
2013-12-17,50,12,2418,254,127,25,12,29371
2013-12-18,57,14,2715,285,142,28,14,29414
2013-12-19,60,15,2894,302,151,30,15,29459
2013-12-20,54,13,2592,270,135,27,13,29500
2013-12-21,55,13,4017,417,208,27,13,29542
2013-12-22,63,15,4579,474,237,31,15,29590
2013-12-23,55,13,2682,276,138,27,13,29632
2013-12-24,68,17,3315,340,170,34,17,29683
2013-12-25,57,14,2791,286,143,28,14,29726
2013-12-26,44,11,2185,223,111,22,11,29759
2013-12-27,58,14,2864,291,145,29,14,29803
2013-12-28,56,14,4165,421,210,28,14,29845
2013-12-29,61,15,4548,459,229,30,15,29891
2013-12-30,57,14,2879,289,144,28,14,29934
2013-12-31,53,13,2670,268,134,26,13,29974
2014-01-01,47,11,2387,238,119,23,11,30010
2014-01-02,53,13,2674,266,133,26,13,30050
2014-01-03,49,12,2509,249,124,24,12,30087
2014-01-04,51,12,3890,384,192,25,12,30126
2014-01-05,57,14,4391,432,216,28,14,30169
2014-01-06,63,15,3239,318,159,31,15,30217
2014-01-07,56,14,2897,283,141,28,14,30259
2014-01-08,48,12,2463,240,120,24,12,30295
2014-01-09,57,14,2934,285,142,28,14,30338
2014-01-10,61,15,3158,306,153,30,15,30384
2014-01-11,51,12,3988,385,192,25,12,30423
2014-01-12,54,13,4207,405,202,27,13,30464
2014-01-13,54,13,2858,274,137,27,13,30505
2014-01-14,50,12,2640,252,126,25,12,30543
2014-01-15,58,14,3063,292,146,29,14,30587
2014-01-16,54,13,2852,271,135,27,13,30628
2014-01-17,57,14,3020,286,143,28,14,30671
2014-01-18,50,12,3977,375,187,25,12,30709
2014-01-19,52,13,4190,394,196,26,13,30748
2014-01-20,59,14,3143,295,147,29,14,30793
2014-01-21,53,13,2833,265,132,26,13,30833
2014-01-22,64,16,3463,323,161,32,16,30881
2014-01-23,53,13,2845,265,132,26,13,30921
2014-01-24,56,14,3042,282,141,28,14,30963
2014-01-25,60,15,4896,453,226,30,15,31008
2014-01-26,47,11,3858,355,177,23,11,31044
2014-01-27,45,11,2478,228,114,22,11,31078
2014-01-28,46,11,2557,234,117,23,11,31113
2014-01-29,62,15,3411,312,156,31,15,31160
2014-01-30,52,13,2871,262,131,26,13,31199
2014-01-31,69,17,3830,348,174,34,17,31251
2014-02-01,52,13,4331,393,196,26,13,31290
2014-02-02,56,14,4691,424,211,28,14,31332
2014-02-03,64,16,3555,321,160,32,16,31380
2014-02-04,66,16,3710,334,167,33,16,31430
2014-02-05,67,16,3739,335,167,33,16,31481
2014-02-06,62,15,3485,312,156,31,15,31528
2014-02-07,61,15,3439,307,153,30,15,31574
2014-02-08,59,14,4973,442,220,29,14,31619
2014-02-09,60,15,5076,451,225,30,15,31664
2014-02-10,52,13,2975,264,132,26,13,31703
2014-02-11,51,12,2900,256,128,25,12,31742
2014-02-12,55,13,3167,279,139,27,13,31784
2014-02-13,55,13,3123,275,137,27,13,31826
2014-02-14,53,13,3042,267,133,26,13,31866
2014-02-15,59,14,5127,448,223,29,14,31911
2014-02-16,61,15,5265,460,229,30,15,31957
2014-02-17,56,14,3241,283,141,28,14,31999
2014-02-18,64,16,3698,322,161,32,16,32047
2014-02-19,49,12,2861,249,124,24,12,32084
2014-02-20,55,13,3176,275,137,27,13,32126
2014-02-21,52,13,3015,261,130,26,13,32165
2014-02-22,45,11,3972,343,171,22,11,32199
2014-02-23,55,13,4855,418,208,27,13,32241
2014-02-24,55,13,3232,278,139,27,13,32283
2014-02-25,64,16,3776,324,162,32,16,32331
2014-02-26,60,15,3495,300,150,30,15,32376
2014-02-27,50,12,2957,253,126,25,12,32414
2014-02-28,67,16,3915,335,167,33,16,32465
2014-03-01,63,15,5571,475,237,31,15,32513
2014-03-02,59,14,5265,448,223,29,14,32558
2014-03-03,55,13,3249,276,138,27,13,32600
2014-03-04,51,12,3011,256,128,25,12,32639
2014-03-05,54,13,3213,273,136,27,13,32680
2014-03-06,62,15,3709,314,157,31,15,32727
2014-03-07,67,16,3983,337,168,33,16,32778
2014-03-08,65,16,5814,492,246,32,16,32827
2014-03-09,54,13,4799,405,202,27,13,32868
2014-03-10,50,12,2993,252,126,25,12,32906
2014-03-11,57,14,3423,288,144,28,14,32949
2014-03-12,46,11,2784,234,117,23,11,32984
2014-03-13,58,14,3497,294,147,29,14,33028
2014-03-14,56,14,3343,281,140,28,14,33070
2014-03-15,54,13,4859,408,204,27,13,33111
2014-03-16,48,12,4292,360,180,24,12,33147
2014-03-17,60,15,3583,300,150,30,15,33192
2014-03-18,54,13,3232,270,135,27,13,33233
2014-03-19,50,12,3018,252,126,25,12,33271
2014-03-20,40,10,2439,204,102,20,10,33301
2014-03-21,57,14,3418,285,142,28,14,33344
2014-03-22,67,16,6059,505,252,33,16,33395
2014-03-23,66,16,6009,501,250,33,16,33445
2014-03-24,54,13,3282,274,137,27,13,33486
2014-03-25,54,13,3235,270,135,27,13,33527
2014-03-26,60,15,3608,301,150,30,15,33572
2014-03-27,51,12,3106,259,129,25,12,33611
2014-03-28,59,14,3557,296,148,29,14,33656
2014-03-29,62,15,5581,465,232,31,15,33703
2014-03-30,64,16,5825,484,241,32,16,33751
2014-03-31,57,14,3426,285,142,28,14,33794
2014-04-01,56,14,3393,282,141,28,14,33836
2014-04-02,52,13,3161,263,131,26,13,33875
2014-04-03,53,13,3182,265,132,26,13,33915
2014-04-04,56,14,3392,282,141,28,14,33957
2014-04-05,60,15,5400,450,225,30,15,34002
2014-04-06,63,15,5687,474,237,31,15,34050
2014-04-07,53,13,3197,266,133,26,13,34090
2014-04-08,66,16,3996,333,166,33,16,34140
2014-04-09,56,14,3383,282,141,28,14,34182
2014-04-10,57,14,3472,289,144,28,14,34225
2014-04-11,53,13,3220,268,134,26,13,34265
2014-04-12,44,11,3956,330,165,22,11,34298
2014-04-13,63,15,5684,474,237,31,15,34346
2014-04-14,62,15,3738,312,156,31,15,34393
2014-04-15,56,14,3383,283,141,28,14,34435
2014-04-16,58,14,3505,293,146,29,14,34479
2014-04-17,61,15,3661,306,153,30,15,34525
2014-04-18,49,12,2937,246,123,24,12,34562
2014-04-19,55,13,4944,414,207,27,13,34604
2014-04-20,63,15,5635,472,235,31,15,34652
2014-04-21,51,12,3043,255,127,25,12,34691
2014-04-22,60,15,3579,301,150,30,15,34736
2014-04-23,50,12,3005,253,126,25,12,34774
2014-04-24,61,15,3637,306,153,30,15,34820
2014-04-25,58,14,3460,292,146,29,14,34864
2014-04-26,49,12,4367,369,184,24,12,34901
2014-04-27,65,16,5812,490,244,32,16,34950
2014-04-28,54,13,3213,272,136,27,13,34991
2014-04-29,54,13,3184,270,135,27,13,35032
2014-04-30,60,15,3532,300,150,30,15,35077
2014-05-01,65,16,3858,328,164,32,16,35126
2014-05-02,52,13,3107,264,132,26,13,35165
2014-05-03,59,14,5215,444,222,29,14,35210
2014-05-04,61,15,5400,460,229,30,15,35256
2014-05-05,63,15,3688,315,157,31,15,35304
2014-05-06,60,15,3506,300,150,30,15,35349
2014-05-07,56,14,3316,284,142,28,14,35391
2014-05-08,54,13,3153,271,135,27,13,35432
2014-05-09,59,14,3464,298,149,29,14,35477
2014-05-10,52,13,4594,396,198,26,13,35516
2014-05-11,41,10,3638,313,156,20,10,35547
2014-05-12,61,15,3572,309,154,30,15,35593
2014-05-13,64,16,3728,323,161,32,16,35641
2014-05-14,45,11,2607,226,113,22,11,35675
2014-05-15,53,13,3064,266,133,26,13,35715
2014-05-16,63,15,3615,315,157,31,15,35763
2014-05-17,71,17,6149,537,268,35,17,35817
2014-05-18,59,14,5102,447,223,29,14,35862
2014-05-19,55,13,3142,276,138,27,13,35904
2014-05-20,58,14,3322,292,146,29,14,35948
2014-05-21,67,16,3842,339,169,33,16,35999
2014-05-22,55,13,3155,279,139,27,13,36041
2014-05-23,54,13,3098,274,137,27,13,36082
2014-05-24,56,14,4799,426,213,28,14,36124
2014-05-25,54,13,4553,405,202,27,13,36165
2014-05-26,60,15,3390,302,151,30,15,36210
2014-05-27,69,17,3886,347,173,34,17,36262
2014-05-28,61,15,3444,309,154,30,15,36308
2014-05-29,58,14,3246,292,146,29,14,36352
2014-05-30,58,14,3227,291,145,29,14,36396
2014-05-31,50,12,4197,379,189,25,12,36434
2014-06-01,65,16,5404,489,244,32,16,36483
2014-06-02,59,14,3277,297,148,29,14,36528
2014-06-03,59,14,3236,295,147,29,14,36573
2014-06-04,79,19,4340,396,198,39,19,36633
2014-06-05,61,15,3380,309,154,30,15,36679
2014-06-06,55,13,3029,278,139,27,13,36721
2014-06-07,57,14,4693,432,216,28,14,36764
2014-06-08,67,16,5452,504,252,33,16,36815
2014-06-09,61,15,3290,305,152,30,15,36861
2014-06-10,51,12,2778,258,129,25,12,36900
2014-06-11,65,16,3535,329,164,32,16,36949
2014-06-12,56,14,3013,281,140,28,14,36991
2014-06-13,71,17,3826,359,179,35,17,37045
2014-06-14,67,16,5342,502,250,33,16,37096
2014-06-15,57,14,4593,433,216,28,14,37139
2014-06-16,68,17,3608,341,170,34,17,37190
2014-06-17,61,15,3211,305,152,30,15,37236
2014-06-18,65,16,3453,329,164,32,16,37285
2014-06-19,63,15,3327,318,159,31,15,37333
2014-06-20,55,13,2897,277,138,27,13,37375
2014-06-21,56,14,4430,426,213,28,14,37417
2014-06-22,67,16,5210,502,250,33,16,37468
2014-06-23,58,14,3035,294,147,29,14,37512
2014-06-24,58,14,3006,292,146,29,14,37556
2014-06-25,55,13,2825,275,137,27,13,37598
2014-06-26,63,15,3246,317,158,31,15,37646
2014-06-27,73,18,3747,367,183,36,18,37701
2014-06-28,54,13,4150,408,204,27,13,37742
2014-06-29,61,15,4645,459,229,30,15,37788
2014-06-30,69,17,3515,348,174,34,17,37840
2014-07-01,60,15,3047,303,151,30,15,37885
2014-07-02,63,15,3202,319,159,31,15,37933
2014-07-03,54,13,2730,273,136,27,13,37974
2014-07-04,63,15,3176,319,159,31,15,38022
2014-07-05,60,15,4471,450,225,30,15,38067
2014-07-06,67,16,4991,504,252,33,16,38118
2014-07-07,68,17,3378,343,171,34,17,38169
2014-07-08,77,19,3791,386,193,38,19,38227
2014-07-09,65,16,3177,325,162,32,16,38276
2014-07-10,63,15,3092,317,158,31,15,38324
2014-07-11,62,15,3043,313,156,31,15,38371
2014-07-12,59,14,4307,444,222,29,14,38416
2014-07-13,63,15,4602,477,238,31,15,38464
2014-07-14,59,14,2872,299,149,29,14,38509
2014-07-15,62,15,3001,313,156,31,15,38556
2014-07-16,69,17,3330,349,174,34,17,38608
2014-07-17,55,13,2638,277,138,27,13,38650
2014-07-18,68,17,3258,344,172,34,17,38701
2014-07-19,69,17,4951,523,261,34,17,38753
2014-07-20,61,15,4311,457,228,30,15,38799
2014-07-21,48,12,2284,243,121,24,12,38835
2014-07-22,58,14,2716,290,145,29,14,38879
2014-07-23,69,17,3257,349,174,34,17,38931
2014-07-24,61,15,2868,309,154,30,15,38977
2014-07-25,55,13,2580,279,139,27,13,39019
2014-07-26,58,14,4072,441,220,29,14,39063
2014-07-27,67,16,4635,504,252,33,16,39114
2014-07-28,65,16,2998,327,163,32,16,39163
2014-07-29,60,15,2766,303,151,30,15,39208
2014-07-30,59,14,2723,299,149,29,14,39253
2014-07-31,59,14,2709,299,149,29,14,39298
2014-08-01,56,14,2552,282,141,28,14,39340
2014-08-02,72,18,4885,543,271,36,18,39394
2014-08-03,60,15,4059,451,225,30,15,39439
2014-08-04,70,17,3128,350,175,35,17,39492
2014-08-05,71,17,3204,359,179,35,17,39546
2014-08-06,68,17,3051,343,171,34,17,39597
2014-08-07,59,14,2647,299,149,29,14,39642
2014-08-08,65,16,2871,325,162,32,16,39691
2014-08-09,62,15,4119,468,234,31,15,39738
2014-08-10,56,14,3746,426,213,28,14,39780
2014-08-11,64,16,2828,323,161,32,16,39828
2014-08-12,55,13,2409,276,138,27,13,39870
2014-08-13,70,17,3049,350,175,35,17,39923
2014-08-14,59,14,2593,299,149,29,14,39968
2014-08-15,64,16,2767,320,160,32,16,40016
2014-08-16,64,16,4174,484,241,32,16,40064
2014-08-17,61,15,3946,459,229,30,15,40110
2014-08-18,66,16,2852,333,166,33,16,40160
2014-08-19,59,14,2560,299,149,29,14,40205
2014-08-20,68,17,2916,342,171,34,17,40256
2014-08-21,54,13,2316,272,136,27,13,40297
2014-08-22,63,15,2705,319,159,31,15,40345
2014-08-23,75,18,4774,564,282,37,18,40402
2014-08-24,56,14,3591,426,213,28,14,40444
2014-08-25,58,14,2476,294,147,29,14,40488
2014-08-26,66,16,2787,332,166,33,16,40538
2014-08-27,64,16,2694,322,161,32,16,40586
2014-08-28,65,16,2734,327,163,32,16,40635
2014-08-29,66,16,2765,332,166,33,16,40685
2014-08-30,67,16,4200,505,252,33,16,40736
2014-08-31,70,17,4380,528,264,35,17,40789
2014-09-01,66,16,2731,330,165,33,16,40839
2014-09-02,61,15,2557,309,154,30,15,40885
2014-09-03,67,16,2792,338,169,33,16,40936
2014-09-04,75,18,3109,378,189,37,18,40993
2014-09-05,62,15,2574,313,156,31,15,41040
2014-09-06,57,14,3528,430,214,28,14,41083
2014-09-07,70,17,4338,529,264,35,17,41136
2014-09-08,62,15,2569,314,157,31,15,41183
2014-09-09,49,12,2032,249,124,24,12,41220
2014-09-10,69,17,2815,345,172,34,17,41272
2014-09-11,60,15,2454,302,151,30,15,41317
2014-09-12,63,15,2567,316,158,31,15,41365
2014-09-13,66,16,4012,495,247,33,16,41415
2014-09-14,65,16,3953,487,243,32,16,41464
2014-09-15,68,17,2768,342,171,34,17,41515
2014-09-16,61,15,2471,306,153,30,15,41561
2014-09-17,67,16,2714,336,168,33,16,41612
2014-09-18,62,15,2514,312,156,31,15,41659
2014-09-19,68,17,2770,344,172,34,17,41710
2014-09-20,68,17,4106,510,255,34,17,41761
2014-09-21,58,14,3505,435,217,29,14,41805
2014-09-22,71,17,2858,356,178,35,17,41859
2014-09-23,60,15,2439,304,152,30,15,41904
2014-09-24,69,17,2786,347,173,34,17,41956
2014-09-25,66,16,2672,333,166,33,16,42006
2014-09-26,76,19,3051,381,190,38,19,42063
2014-09-27,62,15,3781,471,235,31,15,42110
2014-09-28,62,15,3733,466,232,31,15,42157
2014-09-29,64,16,2575,321,160,32,16,42205
2014-09-30,62,15,2502,312,156,31,15,42252
2014-10-01,69,17,2788,348,174,34,17,42304
2014-10-02,54,13,2166,270,135,27,13,42345
2014-10-03,57,14,2312,289,144,28,14,42388
2014-10-04,57,14,3466,432,216,28,14,42431
2014-10-05,70,17,4253,531,265,35,17,42484
2014-10-06,75,18,3034,379,189,37,18,42541
2014-10-07,64,16,2566,320,160,32,16,42589
2014-10-08,63,15,2552,318,159,31,15,42637
2014-10-09,65,16,2617,326,163,32,16,42686
2014-10-10,72,18,2904,362,181,36,18,42740
2014-10-11,58,14,3545,441,220,29,14,42784
2014-10-12,66,16,4006,498,249,33,16,42834
2014-10-13,71,17,2866,356,178,35,17,42888
2014-10-14,68,17,2747,341,170,34,17,42939
2014-10-15,66,16,2669,331,165,33,16,42989
2014-10-16,71,17,2887,358,179,35,17,43043
2014-10-17,47,11,1917,237,118,23,11,43079
2014-10-18,69,17,4217,522,261,34,17,43131
2014-10-19,60,15,3697,456,228,30,15,43176
2014-10-20,53,13,2158,266,133,26,13,43216
2014-10-21,68,17,2782,343,171,34,17,43267
2014-10-22,74,18,3017,371,185,37,18,43323
2014-10-23,64,16,10487,322,644,128,64,43371
2014-10-24,71,17,2917,358,179,35,17,43425
2014-10-25,76,19,4650,570,285,38,19,43482
2014-10-26,74,18,4541,555,277,37,18,43538
2014-10-27,76,19,3122,381,190,38,19,43595
2014-10-28,70,17,2888,352,176,35,17,43648
2014-10-29,66,16,2715,330,165,33,16,43698
2014-10-30,55,13,2268,275,137,27,13,43740
2014-10-31,64,16,2641,320,160,32,16,43788
2014-11-01,60,15,3730,450,225,30,15,43833
2014-11-02,80,20,4970,600,300,40,20,43893
2014-11-03,64,16,2682,323,161,32,16,43941
2014-11-04,66,16,2771,333,166,33,16,43991
2014-11-05,69,17,2897,347,173,34,17,44043
2014-11-06,66,16,2765,330,165,33,16,44093
2014-11-07,77,19,3230,385,192,38,19,44151
2014-11-08,61,15,3895,463,231,30,15,44197
2014-11-09,67,16,4249,504,252,33,16,44248
2014-11-10,61,15,2579,305,152,30,15,44294
2014-11-11,57,14,2426,286,143,28,14,44337
2014-11-12,62,15,2633,310,155,31,15,44384
2014-11-13,65,16,2803,329,164,32,16,44433
2014-11-14,63,15,2702,316,158,31,15,44481
2014-11-15,61,15,3953,462,231,30,15,44527
2014-11-16,56,14,3663,426,213,28,14,44569
2014-11-17,65,16,2828,328,164,32,16,44618
2014-11-18,56,14,2430,281,140,28,14,44660
2014-11-19,71,17,3089,357,178,35,17,44714
2014-11-20,66,16,2904,334,167,33,16,44764
2014-11-21,56,14,2470,283,141,28,14,44806
2014-11-22,64,16,4218,483,241,32,16,44854
2014-11-23,61,15,4039,460,229,30,15,44900
2014-11-24,68,17,3016,343,171,34,17,44951
2014-11-25,75,18,3327,377,188,37,18,45008
2014-11-26,54,13,2392,270,135,27,13,45049
2014-11-27,67,16,2989,337,168,33,16,45100
2014-11-28,65,16,2920,328,164,32,16,45149
2014-11-29,71,17,4768,534,267,35,17,45203
2014-11-30,68,17,4580,511,255,34,17,45254
2014-12-01,61,15,2775,309,154,30,15,45300
2014-12-02,64,16,2917,323,161,32,16,45348
2014-12-03,61,15,11136,307,612,120,60,45394
2014-12-04,74,18,3363,370,185,37,18,45450
2014-12-05,67,16,3055,335,167,33,16,45501
2014-12-06,79,19,5464,597,298,39,19,45561
2014-12-07,66,16,4580,499,249,33,16,45611
2014-12-08,62,15,2866,311,155,31,15,45658
2014-12-09,56,14,2628,284,142,28,14,45700
2014-12-10,55,13,2549,275,137,27,13,45742
2014-12-11,56,14,2627,282,141,28,14,45784
2014-12-12,69,17,3218,345,172,34,17,45836
2014-12-13,70,17,4961,529,264,35,17,45889
2014-12-14,56,14,3990,424,211,28,14,45931
2014-12-15,73,18,3457,366,183,36,18,45986
2014-12-16,64,16,3032,320,160,32,16,46034
2014-12-17,68,17,3246,342,171,34,17,46085
